frame,ball1Position,ball2Position,ball3Position
182,222.44376,209.22134,432.2204
183,183.90384,235.32326,435.6696
184,156.69398,265.15714,436.21008
185,131.15553,300.01282,436.68707
186,106.122795,332.1225,438.66745
187,89.20411,353.9408,440.76636
188,73.57155,379.8729,442.47873
189,63.925514,402.2221,445.00278
190,57.38949,417.12018,448.69016
191,55.55295,424.5756,451.41412
192,56.811565,423.52667,454.44656
193,61.973682,403.96017,460.1108
194,70.8785,369.34933,464.41235
195,83.87038,324.7707,465.94513
196,102.75895,286.01526,467.21054
197,124.7839,227.20026,467.32956
198,152.60474,207.79337,467.77087
199,183.93973,177.75407,467.31393
200,221.31554,154.96417,466.8531
201,262.77594,134.516,464.48895
202,306.90625,118.79419,461.37134
203,312.36774,107.37609,456.3211
204,322.4782,100.07289,449.3866
205,342.07184,98.76563,437.59424
206,361.2342,96.9822,416.59308
207,379.95276,101.60865,382.47586
208,398.71863,109.392845,339.2074
209,410.04523,122.47926,316.51334
210,427.55832,138.97522,223.22229
211,430.08994,162.78697,210.19122
212,433.84653,188.15834,179.80298
213,435.80328,219.896,154.29655
214,438.628,257.09326,134.21255
215,441.6805,290.13446,117.76225
216,445.56656,335.00452,104.74115
217,448.42053,348.73468,96.93111
218,453.52786,360.0699,92.77435
219,459.3285,378.3333,92.71225
220,461.99658,393.46585,95.8391
221,467.59018,397.671,102.38399
222,471.25894,381.43558,113.13505
223,474.14734,348.40823,127.57229
224,473.7576,313.0432,145.79543
225,475.55,263.67532,169.07622
226,475.4699,236.93466,194.89354
227,476.1218,216.7872,224.68025
228,476.1707,198.3457,260.31848
229,475.0362,184.94379,298.80542
230,477.70718,176.13144,342.09497
231,476.8328,169.62509,373.0919
232,445.9341,162.088,415.1221
233,460.9283,171.18285,377.07806
234,415.21472,173.28145,407.72678
235,367.87622,181.86813,414.34097
236,319.81653,196.94693,418.2698
237,267.3073,209.14272,421.37576
238,225.70404,232.92244,421.42017
239,184.8912,255.88312,420.75827
240,157.40031,285.144,416.3808
241,130.57866,320.03726,412.53287
242,106.42732,359.45462,410.09146
243,88.02464,383.38223,412.32657
244,72.65526,386.69937,413.05344
245,63.463123,403.14746,416.19833
246,56.58012,414.77036,419.8221
247,56.26247,419.6558,425.86734
248,55.112476,416.3832,431.53784
249,58.908237,402.14908,438.01028
250,65.60363,375.9357,446.15756
251,78.030426,342.83945,454.00317
252,93.11567,298.304,460.7251
253,111.48335,261.62332,465.85297
254,135.56508,222.69511,469.32755
255,162.20422,198.59106,471.5831
256,194.43167,177.09877,473.05374
257,228.16905,159.72733,473.05627
258,267.34497,143.5469,471.1591
259,309.58344,135.18022,466.23154
260,355.8669,127.34537,456.4727
261,364.54947,125.68831,441.36642
262,375.61728,126.01383,416.81824
263,386.8916,129.97649,377.99695
264,396.60492,139.82362,336.7279
265,406.9295,151.83075,287.66214
266,416.31088,168.89261,221.71378
267,424.90372,191.26936,190.33669
268,429.9694,216.25409,159.8807
269,431.63824,243.7304,127.32883
270,428.78156,278.34915,102.408775
271,428.91135,312.06964,81.74045
272,429.62244,352.78342,65.1655
273,427.7897,361.09375,50.598316
274,430.20148,377.47903,42.937992
275,433.5659,390.00043,37.418766
276,435.44217,401.63193,35.451553
277,437.76074,404.10062,38.683624
278,440.0943,390.54602,43.774036
279,442.57993,363.08362,54.55817
280,443.23334,325.04245,67.39375
281,447.4717,279.98288,85.38757
282,451.3482,233.89337,107.161835
283,454.85214,202.8605,131.83707
284,458.7013,174.68492,165.51393
285,462.2359,152.96808,196.87779
286,463.23956,132.15831,236.35481
287,464.15445,118.417694,279.73297
288,463.41986,106.64683,326.76566
289,460.46918,99.68556,332.86627
290,450.86386,96.489456,349.0653
291,434.4268,96.18112,365.96124
292,401.38165,98.67166,378.60944
293,357.52853,105.5763,390.16745
294,313.3768,116.856636,397.3925
295,252.53589,132.63867,401.21002
296,209.84447,153.13455,405.93472
297,172.66461,176.55487,405.92346
298,139.295,206.99521,405.2223
299,110.04352,235.36923,403.3665
300,82.42961,280.54892,400.6035
301,65.21618,317.29944,397.9903
302,49.00433,331.8865,396.665
303,35.967407,343.0894,395.83
304,28.7524,363.87085,396.72876
305,26.778118,385.33475,399.72153
306,25.876844,402.13242,405.53757
307,27.968014,413.06543,412.16364
308,33.40883,413.83264,419.3279
309,43.853092,399.9067,427.25797
310,57.856018,365.48904,432.18542
311,77.03812,323.73825,439.58862
312,98.25777,275.40826,444.8129
313,124.41425,231.83286,450.5638
314,156.35922,197.91335,452.9652
315,190.06699,171.05363,453.06967
316,228.76709,149.5797,451.82816
317,273.22076,131.96979,450.81686
318,316.3455,116.19815,449.50006
319,354.67953,105.945305,444.92883
320,364.82388,100.32,436.70193
321,379.23972,97.27243,417.45142
322,389.08234,99.05586,385.30893
323,398.83167,102.292015,341.1202
324,406.3925,113.426285,304.82773
325,407.52362,127.13973,233.8573
326,408.9688,145.02525,200.91603
327,412.0338,167.73753,164.58685
328,416.49335,194.07796,136.91054
329,416.24316,226.2869,110.34433
330,419.1005,263.43494,86.73652
331,419.65762,284.7573,70.79801
332,420.34094,298.38898,57.20569
333,422.62152,322.6487,46.698425
334,423.7008,348.72974,43.79931
335,425.57318,371.48898,41.790173
336,429.4905,385.28357,43.36252
337,433.25296,384.57803,50.52062
338,437.09372,361.09857,59.382496
339,447.5186,240.0584,101.24932
340,448.79428,219.3168,114.69203
341,452.23868,192.5632,140.05019
342,454.12115,166.45271,171.25572
343,455.33194,148.90839,208.69716
344,453.98312,122.002144,244.55446
345,453.79385,108.13797,293.90097
346,453.91782,99.77211,334.19235
347,448.78824,92.401505,343.30667
348,439.71313,90.98721,356.99338
349,420.0765,92.58743,371.17297
350,381.22098,97.00584,382.84674
351,329.1279,106.89954,392.4879
352,290.0021,119.45892,400.99634
353,219.53427,139.11519,406.58807
354,191.4206,159.97794,410.7467
355,153.48334,184.92134,410.62296
356,122.79705,215.65031,408.04593
357,91.800446,250.2271,404.99738
358,69.808014,287.6976,402.63837
359,49.03363,306.41486,401.26505
360,33.90085,323.96088,400.266
361,26.835552,348.8931,402.26135
362,19.548264,368.42853,406.72867
363,16.470436,386.06683,412.4069
364,15.835513,394.68677,418.90137
365,20.494122,387.7699,426.95132
366,28.415813,359.85788,432.84464
367,39.421753,320.06488,439.79178
368,56.983543,245.94597,445.6234
369,76.0206,231.86418,451.15488
370,101.712944,188.3344,455.0494
371,131.29662,159.26152,457.72937
372,166.85905,138.79427,458.11038
373,204.12758,113.400925,458.49863
374,246.6575,100.74815,455.66357
375,297.85406,90.12226,453.70245
376,323.86807,83.897026,448.75812
377,331.01117,82.38593,438.76212
378,351.68356,83.24375,416.49042
379,372.28003,87.11712,374.2572
380,390.74734,96.220215,331.28937
381,407.30545,108.978195,277.49048
382,415.10574,126.7603,230.40656
383,424.69324,146.62045,198.60674
384,430.8602,172.06548,165.13655
385,433.62717,201.46751,137.95238
386,436.76517,236.76862,116.36597
387,440.16602,271.36716,95.66409
388,443.1506,315.50394,82.841125
389,445.3934,328.95154,71.32842
390,448.75797,338.3413,65.10559
391,451.03757,359.7969,62.1553
392,452.59766,377.91483,63.069527
393,454.2106,389.20645,66.83996
394,457.72183,393.68863,74.17578
395,458.72208,384.00043,87.1618
396,460.92828,356.02405,102.90539
397,463.35736,315.07608,123.04245
398,464.59232,263.4592,147.79999
399,466.0871,225.90598,176.25346
400,466.56033,198.48935,209.81952
401,466.77875,177.07478,245.80696
402,465.78156,157.21025,289.4898
403,462.7942,142.0648,333.73785
404,458.2025,131.32988,349.58347
405,448.96628,123.47661,373.94473
406,433.65225,119.6249,382.90894
407,405.22708,117.19076,395.7221
408,357.07706,121.17479,405.49878
409,306.95346,129.29889,413.2444
410,253.5279,140.98172,419.1203
411,213.04095,157.00142,422.12772
412,172.15182,178.20496,425.8415
413,137.30496,201.48656,426.81476
414,106.25891,228.36963,426.6625
415,81.50659,260.65662,424.32382
416,62.282135,299.69376,419.72464
417,46.742035,325.67947,415.8993
418,35.807976,332.72247,412.83112
419,27.704956,340.67206,411.14893
420,25.007452,351.78598,412.95993
421,23.55335,356.49362,414.81317
422,24.72389,356.9298,418.95135
423,29.569616,355.5593,423.36163
424,37.257256,354.74188,426.67075
425,49.11505,349.11496,427.2643
426,67.45108,342.01022,426.47638
427,89.07344,333.64566,425.5481
428,113.28422,321.94678,424.89902
429,142.86537,311.9311,421.95178
