x_position,y_position,frame,radius
442.5,160.5,58,6.67083215713501
414.5,259.5,61,6.67083215713501
416.5,236.5,62,7.905694007873535
417.5,155.5,62,6.041522979736328
413.5,155.5,63,5.7008771896362305
450.5,220.5,64,7.648529052734375
450.5,220.5,65,7.648529052734375
452.5,241.5,66,6.964194297790527
433.5,288.5,66,7.905694007873535
429.5,260.5,67,7.77817440032959
454.5,268.5,67,5.7008771896362305
423.5,235.5,68,6.51920223236084
452.5,297.5,68,6.041522979736328
423.5,235.5,69,6.51920223236084
452.5,297.5,69,6.041522979736328
384.5,214.5,70,6.67083215713501
407.5,249.5,73,7.648529052734375
387.5,314.5,73,6.51920223236084
407.5,249.5,74,7.648529052734375
387.5,314.5,74,6.51920223236084
410.5,229.5,75,7.77817440032959
446.5,241.5,77,5.7008771896362305
393.5,172.5,77,7.77817440032959
388.5,179.5,78,6.67083215713501
424.5,261.5,78,7.106335163116455
448.5,264.5,78,7.382411479949951
424.5,261.5,79,7.905694007873535
388.5,179.5,79,6.67083215713501
448.5,264.5,79,7.382411479949951
419.5,239.5,80,7.905694007873535
384.5,190.5,80,6.67083215713501
451.5,291.5,80,6.67083215713501
382.5,205.5,81,7.648529052734375
376.5,224.5,82,5.7008771896362305
376.5,224.5,83,5.7008771896362305
349.5,276.5,84,6.041522979736328
382.5,365.5,84,7.905694007873535
387.5,298.5,86,6.041522979736328
386.5,365.5,86,5.7008771896362305
383.5,349.5,87,8.746427536010742
446.5,226.5,87,5.7008771896362305
353.5,193.5,88,6.67083215713501
353.5,173.5,89,7.905694007873535
448.5,245.5,89,6.67083215713501
389.5,181.5,89,7.77817440032959
386.5,362.5,89,8.86002254486084
353.5,156.5,90,6.67083215713501
384.5,187.5,90,7.382411479949951
433.5,249.5,90,6.51920223236084
452.5,265.5,90,6.51920223236084
383.5,354.5,90,7.648529052734375
375.5,209.5,91,7.648529052734375
355.5,135.5,91,7.106335163116455
356.5,130.5,92,7.77817440032959
371.5,224.5,92,7.77817440032959
420.5,151.5,92,6.67083215713501
356.5,130.5,93,7.77817440032959
371.5,226.5,93,5.7008771896362305
420.5,151.5,93,6.67083215713501
356.5,127.5,94,7.905694007873535
417.5,126.5,94,7.106335163116455
355.5,127.5,95,6.67083215713501
413.5,105.5,95,7.648529052734375
359.5,132.5,96,5.7008771896362305
357.5,133.5,97,7.905694007873535
358.5,141.5,98,6.67083215713501
405.5,236.5,98,6.67083215713501
358.5,149.5,99,5.7008771896362305
400.5,61.5,99,6.51920223236084
359.5,166.5,100,6.67083215713501
397.5,52.5,100,6.67083215713501
452.5,265.5,100,6.964194297790527
358.5,182.5,101,6.67083215713501
393.5,49.5,101,5.7008771896362305
453.5,234.5,101,7.106335163116455
358.5,182.5,102,6.67083215713501
393.5,49.5,102,5.7008771896362305
453.5,234.5,102,7.106335163116455
454.5,207.5,103,7.648529052734375
387.5,46.5,103,5.7008771896362305
358.5,206.5,103,5.7008771896362305
454.5,185.5,104,6.67083215713501
383.5,47.5,104,5.7008771896362305
359.5,227.5,104,6.67083215713501
455.5,166.5,105,6.67083215713501
379.5,52.5,105,5.7008771896362305
377.5,60.5,106,6.67083215713501
455.5,149.5,106,6.51920223236084
377.5,60.5,107,6.67083215713501
455.5,149.5,107,6.51920223236084
457.5,136.5,108,6.964194297790527
372.5,72.5,108,6.51920223236084
457.5,128.5,109,6.67083215713501
442.5,226.5,109,7.106335163116455
368.5,85.5,109,7.106335163116455
459.5,122.5,110,7.106335163116455
445.5,239.5,110,6.363961219787598
363.5,103.5,111,7.106335163116455
459.5,122.5,111,7.106335163116455
445.5,241.5,111,7.905694007873535
459.5,118.5,112,7.648529052734375
419.5,249.5,112,7.905694007873535
449.5,260.5,112,7.106335163116455
358.5,125.5,112,6.67083215713501
461.5,123.5,113,7.648529052734375
348.5,178.5,113,5.7008771896362305
459.5,308.5,113,5.7008771896362305
462.5,129.5,114,7.648529052734375
463.5,139.5,115,7.516648292541504
425.5,154.5,115,6.67083215713501
338.5,248.5,115,5.7008771896362305
463.5,139.5,116,7.516648292541504
425.5,154.5,116,6.67083215713501
338.5,248.5,116,5.7008771896362305
425.5,137.5,117,7.648529052734375
464.5,150.5,117,7.106335163116455
336.5,289.5,117,9.192388534545898
465.5,169.5,118,7.382411479949951
426.5,125.5,118,7.648529052734375
465.5,188.5,119,6.67083215713501
428.5,117.5,119,7.382411479949951
401.5,135.5,119,5.7008771896362305
466.5,210.5,120,5.7008771896362305
401.5,112.5,120,5.7008771896362305
430.5,111.5,121,6.51920223236084
467.5,212.5,121,5.7008771896362305
401.5,112.5,121,6.67083215713501
429.5,109.5,122,6.67083215713501
468.5,239.5,122,7.106335163116455
420.5,268.5,122,5.7008771896362305
432.5,108.5,123,5.522680282592773
469.5,268.5,123,6.363961219787598
408.5,73.5,123,5.7008771896362305
416.5,244.5,123,5.7008771896362305
431.5,115.5,124,6.041522979736328
472.5,302.5,124,5.7008771896362305
434.5,123.5,125,7.905694007873535
468.5,317.5,125,9.192388534545898
410.5,46.5,125,6.67083215713501
434.5,123.5,126,7.77817440032959
468.5,317.5,126,9.192388534545898
410.5,44.5,126,5.7008771896362305
435.5,133.5,127,7.382411479949951
413.5,37.5,127,7.106335163116455
351.5,285.5,127,5.7008771896362305
437.5,147.5,128,7.382411479949951
415.5,32.5,128,7.106335163116455
417.5,30.5,129,7.106335163116455
354.5,225.5,129,7.905694007873535
405.5,314.5,129,8.86002254486084
417.5,30.5,130,7.106335163116455
353.5,224.5,130,6.51920223236084
405.5,314.5,130,8.86002254486084
420.5,31.5,131,6.964194297790527
391.5,180.5,131,6.51920223236084
355.5,203.5,131,6.51920223236084
354.5,183.5,132,6.67083215713501
422.5,34.5,132,5.7008771896362305
389.5,180.5,132,6.67083215713501
356.5,155.5,133,7.77817440032959
381.5,191.5,133,6.041522979736328
442.5,269.5,133,6.67083215713501
426.5,52.5,133,6.51920223236084
377.5,204.5,134,6.964194297790527
356.5,146.5,134,7.648529052734375
377.5,204.5,135,6.964194297790527
356.5,146.5,135,6.67083215713501
373.5,218.5,136,7.382411479949951
357.5,139.5,136,7.648529052734375
358.5,137.5,137,6.51920223236084
357.5,139.5,138,7.77817440032959
435.5,123.5,138,6.67083215713501
357.5,143.5,139,7.905694007873535
436.5,150.5,139,7.106335163116455
389.5,232.5,139,6.51920223236084
357.5,143.5,140,7.905694007873535
436.5,150.5,140,7.106335163116455
389.5,232.5,140,6.51920223236084
358.5,151.5,141,6.964194297790527
387.5,210.5,141,7.106335163116455
357.5,160.5,142,7.106335163116455
384.5,192.5,142,6.51920223236084
384.5,177.5,143,6.67083215713501
357.5,174.5,143,7.106335163116455
427.5,252.5,143,6.51920223236084
384.5,177.5,144,6.67083215713501
357.5,174.5,144,7.106335163116455
427.5,252.5,144,6.51920223236084
380.5,165.5,145,6.67083215713501
357.5,191.5,145,7.77817440032959
444.5,291.5,145,7.648529052734375
379.5,158.5,146,7.382411479949951
358.5,211.5,146,6.51920223236084
377.5,153.5,147,7.77817440032959
357.5,234.5,147,6.964194297790527
374.5,152.5,148,7.106335163116455
411.5,133.5,148,7.905694007873535
374.5,152.5,149,5.7008771896362305
411.5,133.5,149,7.905694007873535
373.5,153.5,150,6.964194297790527
407.5,111.5,150,6.67083215713501
370.5,158.5,151,6.67083215713501
367.5,167.5,152,7.382411479949951
403.5,81.5,152,7.106335163116455
373.5,294.5,152,6.964194297790527
363.5,179.5,153,6.67083215713501
397.5,70.5,153,6.363961219787598
446.5,280.5,153,7.106335163116455
365.5,178.5,154,7.382411479949951
397.5,70.5,154,6.363961219787598
446.5,280.5,154,7.106335163116455
360.5,210.5,155,6.67083215713501
391.5,57.5,155,5.7008771896362305
356.5,233.5,156,6.964194297790527
386.5,56.5,156,5.7008771896362305
449.5,195.5,156,6.67083215713501
450.5,175.5,157,6.67083215713501
385.5,59.5,157,5.7008771896362305
450.5,175.5,158,6.67083215713501
449.5,159.5,159,6.67083215713501
380.5,63.5,159,6.67083215713501
451.5,145.5,160,6.964194297790527
376.5,71.5,160,6.041522979736328
453.5,135.5,161,6.51920223236084
454.5,128.5,162,6.51920223236084
422.5,234.5,162,5.7008771896362305
369.5,98.5,162,6.67083215713501
454.5,128.5,163,6.51920223236084
422.5,234.5,163,5.7008771896362305
369.5,98.5,163,6.67083215713501
365.5,115.5,164,7.77817440032959
419.5,263.5,164,6.67083215713501
455.5,124.5,164,6.363961219787598
364.5,136.5,165,5.7008771896362305
454.5,121.5,165,5.7008771896362305
421.5,236.5,165,5.7008771896362305
427.5,272.5,165,5.7008771896362305
359.5,162.5,166,6.67083215713501
456.5,124.5,166,6.041522979736328
458.5,132.5,167,6.67083215713501
353.5,191.5,167,6.51920223236084
458.5,132.5,168,6.67083215713501
353.5,191.5,168,6.51920223236084
458.5,140.5,169,7.106335163116455
434.5,151.5,170,5.522680282592773
459.5,153.5,170,6.041522979736328
344.5,273.5,170,7.905694007873535
438.5,140.5,171,6.67083215713501
460.5,167.5,171,7.106335163116455
438.5,140.5,172,6.67083215713501
460.5,167.5,172,7.106335163116455
440.5,130.5,173,7.516648292541504
462.5,186.5,173,6.67083215713501
398.5,156.5,173,6.51920223236084
443.5,125.5,174,7.77817440032959
401.5,130.5,174,7.106335163116455
462.5,205.5,174,5.7008771896362305
405.5,108.5,175,6.51920223236084
446.5,122.5,175,7.77817440032959
463.5,231.5,175,6.51920223236084
453.5,127.5,176,6.51920223236084
465.5,293.5,176,7.648529052734375
417.5,236.5,176,7.382411479949951
453.5,127.5,177,6.51920223236084
465.5,293.5,177,7.648529052734375
417.5,236.5,177,7.382411479949951
411.5,60.5,178,6.67083215713501
455.5,130.5,178,5.7008771896362305
468.5,315.5,178,8.746427536010742
414.5,49.5,179,5.7008771896362305
458.5,140.5,179,5.7008771896362305
460.5,320.5,179,8.746427536010742
462.5,156.5,180,6.67083215713501
416.5,44.5,180,6.51920223236084
464.5,170.5,181,6.041522979736328
421.5,41.5,181,6.67083215713501
464.5,170.5,182,6.041522979736328
421.5,41.5,182,6.67083215713501
468.5,193.5,183,5.7008771896362305
360.5,216.5,183,6.67083215713501
420.5,41.5,183,5.7008771896362305
362.5,195.5,184,7.106335163116455
472.5,215.5,184,6.363961219787598
425.5,43.5,184,6.51920223236084
362.5,178.5,185,5.7008771896362305
474.5,243.5,185,5.7008771896362305
427.5,48.5,185,6.041522979736328
477.5,272.5,186,6.67083215713501
361.5,163.5,186,7.648529052734375
477.5,272.5,187,6.67083215713501
361.5,166.5,187,5.7008771896362305
429.5,56.5,187,7.106335163116455
389.5,195.5,188,6.67083215713501
432.5,69.5,188,6.51920223236084
361.5,146.5,189,8.276473045349121
388.5,203.5,189,5.7008771896362305
477.5,321.5,189,8.514693260192871
360.5,143.5,190,6.67083215713501
385.5,219.5,190,6.041522979736328
360.5,143.5,191,6.67083215713501
388.5,220.5,191,6.67083215713501
361.5,142.5,192,7.648529052734375
405.5,267.5,192,7.77817440032959
438.5,122.5,192,6.67083215713501
359.5,144.5,193,6.67083215713501
443.5,148.5,193,6.51920223236084
401.5,241.5,193,5.7008771896362305
359.5,151.5,194,7.905694007873535
359.5,160.5,195,7.382411479949951
391.5,193.5,195,5.7008771896362305
359.5,160.5,196,7.382411479949951
390.5,195.5,196,6.67083215713501
358.5,188.5,197,5.522680282592773
382.5,162.5,197,6.67083215713501
436.5,230.5,197,8.276473045349121
451.5,279.5,197,6.67083215713501
380.5,152.5,198,6.67083215713501
356.5,207.5,198,6.67083215713501
374.5,146.5,199,7.905694007873535
355.5,230.5,199,6.67083215713501
369.5,143.5,200,6.964194297790527
425.5,143.5,200,6.67083215713501
369.5,143.5,201,6.964194297790527
423.5,141.5,201,6.51920223236084
419.5,119.5,202,6.67083215713501
366.5,141.5,202,7.648529052734375
361.5,143.5,203,6.51920223236084
409.5,255.5,203,6.041522979736328
416.5,100.5,203,7.106335163116455
412.5,240.5,204,6.67083215713501
357.5,150.5,204,7.106335163116455
412.5,85.5,204,6.51920223236084
412.5,240.5,205,6.67083215713501
357.5,150.5,205,7.106335163116455
412.5,85.5,205,6.51920223236084
351.5,158.5,206,6.67083215713501
408.5,73.5,206,5.7008771896362305
446.5,292.5,206,5.7008771896362305
348.5,171.5,207,5.7008771896362305
449.5,257.5,207,5.7008771896362305
403.5,63.5,207,5.7008771896362305
400.5,57.5,208,6.51920223236084
449.5,230.5,208,6.67083215713501
342.5,184.5,208,5.522680282592773
396.5,54.5,209,6.041522979736328
396.5,54.5,210,6.041522979736328
453.5,203.5,210,5.7008771896362305
452.5,182.5,211,6.67083215713501
392.5,54.5,211,6.363961219787598
329.5,252.5,212,5.7008771896362305
389.5,57.5,212,6.51920223236084
453.5,166.5,212,6.67083215713501
384.5,62.5,213,5.7008771896362305
455.5,139.5,214,5.7008771896362305
441.5,235.5,214,5.7008771896362305
455.5,141.5,215,6.51920223236084
441.5,235.5,215,5.7008771896362305
445.5,247.5,216,6.67083215713501
457.5,132.5,216,6.964194297790527
378.5,83.5,216,6.51920223236084
458.5,126.5,217,7.648529052734375
447.5,264.5,217,6.67083215713501
372.5,98.5,217,5.7008771896362305
418.5,266.5,217,6.67083215713501
365.5,137.5,218,5.7008771896362305
461.5,125.5,218,6.67083215713501
454.5,310.5,218,5.7008771896362305
365.5,137.5,219,5.7008771896362305
461.5,125.5,219,6.67083215713501
454.5,310.5,219,5.7008771896362305
462.5,131.5,220,5.7008771896362305
361.5,161.5,220,5.7008771896362305
462.5,138.5,221,6.67083215713501
358.5,190.5,221,6.51920223236084
424.5,161.5,221,8.514693260192871
427.5,143.5,222,6.67083215713501
463.5,148.5,222,5.7008771896362305
428.5,127.5,223,6.51920223236084
427.5,128.5,224,6.67083215713501
465.5,162.5,224,6.041522979736328
465.5,179.5,225,6.964194297790527
428.5,118.5,225,6.67083215713501
431.5,109.5,226,6.67083215713501
466.5,200.5,226,6.964194297790527
403.5,150.5,226,7.77817440032959
407.5,125.5,227,8.276473045349121
433.5,105.5,227,6.51920223236084
467.5,224.5,227,5.7008771896362305
422.5,270.5,228,6.51920223236084
432.5,103.5,228,7.648529052734375
468.5,249.5,228,5.7008771896362305
410.5,100.5,228,6.67083215713501
468.5,249.5,229,5.7008771896362305
410.5,100.5,229,6.67083215713501
420.5,244.5,230,6.67083215713501
469.5,280.5,230,5.7008771896362305
434.5,104.5,230,5.7008771896362305
412.5,82.5,230,5.7008771896362305
434.5,109.5,231,6.67083215713501
415.5,300.5,231,7.648529052734375
472.5,308.5,231,7.77817440032959
470.5,313.5,232,5.7008771896362305
435.5,115.5,232,5.7008771896362305
419.5,52.5,232,6.363961219787598
436.5,117.5,233,6.964194297790527
470.5,313.5,233,5.7008771896362305
419.5,52.5,233,6.363961219787598
437.5,128.5,234,6.67083215713501
422.5,43.5,234,6.51920223236084
460.5,316.5,234,8.514693260192871
439.5,142.5,235,6.67083215713501
425.5,36.5,235,6.67083215713501
440.5,157.5,236,6.67083215713501
428.5,32.5,236,6.67083215713501
359.5,221.5,236,6.67083215713501
360.5,196.5,237,7.106335163116455
434.5,31.5,237,5.7008771896362305
360.5,196.5,238,7.106335163116455
434.5,31.5,238,5.7008771896362305
360.5,174.5,239,6.51920223236084
444.5,201.5,239,6.51920223236084
358.5,140.5,240,6.51920223236084
446.5,257.5,240,6.041522979736328
443.5,48.5,240,5.7008771896362305
355.5,129.5,241,8.86002254486084
445.5,58.5,241,6.51920223236084
444.5,285.5,241,5.7008771896362305
354.5,120.5,242,7.648529052734375
354.5,120.5,243,7.648529052734375
450.5,297.5,243,9.300538063049316
355.5,115.5,244,6.67083215713501
393.5,203.5,244,5.7008771896362305
457.5,321.5,244,5.7008771896362305
352.5,111.5,245,6.363961219787598
456.5,116.5,245,9.300538063049316
391.5,219.5,245,6.964194297790527
351.5,113.5,246,5.7008771896362305
350.5,118.5,247,5.522680282592773
461.5,167.5,247,6.51920223236084
