frame,ball1Error,ball2Error,ball3Error,ball4Error
0,404.17819559603663,447.0266717249011,482.5983144952416,623.0909412647077
1,626.6474052429699,410.24174092051965,444.7514332395063,497.2103637506798
2,1.6581883497220167,2.0508517800418957,0.7316443735210973,1.100009071874192
3,5.838055258743817,7.116461711542844,6.038811915640769,19.24192314485692
4,6.594634815599892,8.326326448053605,8.899297281315516,18.29859198693639
5,2.499622609480064,0.7324847715710324,2.320866880906678,0.7924378525233499
6,1.4756726066564558,2.029083793328068,2.7547565569541352,1.6775249458317054
7,1.6881018155040965,0.6309746339950257,0.37580496228443183,2.189942866211131
8,3.9245065684781553,10.66579038023811,10.262421999279915,15.609070758132578
9,4.896994986598742,12.070447743348335,13.270817378772874,16.58712070144487
10,1.7067360472704078,0.8219663461581432,0.685292912172624,1.0341436571872655
11,1.2612933148016436,0.3720878787161777,2.9755902770749114,0.6147778232436591
12,1.6342795566176862,2.3697507093194887,14.240084238953818,1.191016954779078
13,14.36188586776615,12.159073970478872,3.640724090382141,0.9234324177621919
14,4.58299973938477,7.031021580297213,13.381502519709116,16.147736008310922
15,2.9686955406580275,1.8721449179949272,2.2726337343496694,18.637330747682363
16,1.3765515527312926,1.5112875513194792,1.155277686804553,28.645954280549628
17,1.6456520325824215,2.005544408614518,1.5302099788047543,44.05137313246742
18,4.094462594459725,13.991760431660648,16.01649643330617,46.9042430685725
19,4.393929052948091,14.640501757972503,16.283049214176945,54.310871859953956
20,2.2670476820901393,2.757093633728023,1.4906489725454481,69.62359624847097
21,1.5603383376109838,1.9498345027441106,0.343446664108682,83.04709814046535
22,1.2663668721693822,11.642443855649224,0.3506750376121529,76.97216150903685
23,18.31173061951747,90.68979427159246,5.047723791056439,7.284406980892726
24,6.9398102394812415,9.023346869601983,9.564924247010065,18.037004733776048
25,2.6287944800142102,1.948467191467286,1.5904912324301617,2.5470949267071297
26,2.9746293003394277,1.6799416377520322,0.09270311822984943,1.3603464446207731
27,1.606920548846542,1.2972802573319,1.7352993151103198,2.5443792718005436
28,6.896791100331988,6.177423368414046,21.407440271881796,4.879266023160399
29,3.547419070693174,5.676931093816973,9.212899506479511,10.44632664849619
30,0.32308730727427726,4.593868148064499,4.784044235018829,0.3418836323440015
31,1.1381252929563412,3.2562803227722883,1.5773317307292511,0.7065032054425833
32,1.0691061849773642,1.619802906096021,1.2698559874824984,6.1558379294663785
33,9.078089623138139,5.09237727051327,9.94289598418295,12.523531577007697
34,3.5478673427679497,9.447401625677792,10.887755175307987,15.335313254773405
35,1.303649620386039,0.2487045658763894,0.039827558672998954,2.0980074515693357
36,1.6544467759495816,2.032879653661879,1.3252565993282122,2.970506007741821
37,1.7081608257300327,1.2372263866298334,2.187138988303249,1.4151520963637139
38,12.314734294360221,1.2853865216587905,11.229951039571818,15.236868663112059
39,1.8784287085259355,11.28692566656462,13.301935886654126,13.73050989772931
40,1.6481114983130216,0.9176654162323418,1.3451660258163578,1.4819023550093837
41,0.6209364808553591,2.5751605939278757,2.3347481816539943,1.7316099261818279
42,0.851295381467931,0.3304518356007687,1.741475724590298,2.439412710902643
43,1.4887793737105621,9.700328564935944,13.516994785102328,14.918388253328333
44,2.412035345426067,8.379289366003986,12.335856160832783,15.13353182321329
45,0.7886346353965291,2.432204193086499,2.0784060572282117,2.79521758607292
46,1.562065075901777,2.075969937875894,2.588516850547626,2.3148074269220995
47,5.530792766197483,8.243553953211189,10.169674342277034,15.782819416744282
48,11.803936568043323,9.145646070554436,23.426275542138562,20.470466451734413
49,2.5864708644735916,4.569259078582931,8.128421938997699,15.791692574404507
50,1.4023952145948657,1.7826620174162404,1.1834827991138321,3.42622700243918
51,2.9093346590102356,1.0254545682386562,1.3681509234630016,3.1599441654312654
52,1.7795239481223286,0.8467781457610144,1.085778402644141,2.4275291623521285
53,4.171848185999785,7.085487874969724,7.857488321986854,17.724433616654764
54,5.069094286909164,7.033060756350484,7.605023357958694,16.149673790903922
55,1.2956325000132052,1.0214913439330602,0.08771466151116415,2.7774075356266446
56,0.40417463791687386,3.0192373752392134,1.6742942305331465,3.246409380483433
57,2.6582265927910105,0.2172381918225521,1.1007973925887569,3.01007815356122
58,19.724853027839696,9.257923813104915,8.240664478859944,3.679567728180144
59,5.354092172472611,8.951287558924799,11.119584530384328,16.72970094173242
60,1.8614150712604876,2.1585778952189796,1.2420486396573254,0.40694573350882873
61,1.8652458535085867,0.49932214326843555,0.5505358008730747,1.4313941902195613
62,1.8968277403932794,1.500712817665838,1.1907774426678832,0.9692742732593567
63,3.156548291365239,13.0775171680795,12.255874612198435,16.1196875952889
64,3.2517053270580747,12.651821075072641,13.493735371144938,14.307681614691225
65,0.28573740728972885,0.7733040475346404,1.625673326863885,4.147143566369613
66,7.944974672914895,3.4549268820972863,1.5177786662672292,2.7271064124669917
67,17.18869760166477,0.1997280949161323,14.014604385731515,0.9424999312522848
68,12.93232895431928,13.381620645652918,11.249067972735709,24.63809330537728
69,2.0490689754289226,13.506255440824518,14.95943897573762,28.29846340298017
70,1.4356867773951298,0.5600779845149358,0.9289334635532088,42.88306699885084
71,0.7674354342940696,0.3671009907878256,0.9247769240327717,55.84967680614573
72,0.5002972577901714,1.2712589568035455,0.7506418294443352,69.70619319456526
73,13.82673675352754,16.81564797878473,4.271016777567868,73.34288829239155
74,5.542209306425619,13.980492248932423,18.295534528585307,79.19619331502342
75,0.8778161018109008,10.574836081484342,1.0560660540831706,79.3687588963366
76,2.173097912828303,82.52637944015825,6.541542301547937,1.4525257254118125
77,5.253658701868396,7.71840983054607,5.601750105367914,21.424773994984616
78,14.845715839326045,14.138325000275469,13.907352808858864,39.51486489663307
79,4.698096124685564,6.694724811263636,6.715856606334912,21.528458918335957
80,2.8691475337745787,1.181296808597039,2.8003911668809134,10.621104948652423
