x_position,y_position,frame
385.5,237.5,80
387.5,232.5,80
357.5,345.5,81
353.5,228.5,82
389.5,235.5,83
389.5,235.5,83
406.5,324.5,83
406.5,324.5,84
406.5,324.5,84
406.5,324.5,84
392.5,237.5,84
406.5,324.5,85
406.5,324.5,85
424.5,306.5,85
406.5,324.5,86
406.5,324.5,86
406.5,324.5,86
406.5,324.5,86
424.5,306.5,87
424.5,306.5,87
395.5,254.5,87
424.5,306.5,88
396.5,262.5,88
391.5,153.5,88
396.5,262.5,88
424.5,306.5,89
415.5,238.5,89
424.5,306.5,90
424.5,306.5,90
396.5,262.5,90
396.5,262.5,90
396.5,262.5,90
396.5,262.5,90
396.5,262.5,90
396.5,262.5,90
376.5,239.5,92
376.5,239.5,92
410.5,199.5,92
376.5,239.5,93
376.5,239.5,93
385.5,218.5,95
385.5,218.5,95
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
385.5,218.5,97
372.5,230.5,98
353.5,387.5,98
372.5,230.5,99
392.5,223.5,99
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
372.5,230.5,100
393.5,228.5,100
392.5,223.5,101
428.5,291.5,101
428.5,291.5,101
397.5,240.5,102
397.5,240.5,102
428.5,291.5,103
428.5,291.5,103
428.5,291.5,103
428.5,291.5,103
358.5,280.5,103
377.5,230.5,103
428.5,291.5,104
428.5,291.5,104
358.5,280.5,105
358.5,280.5,105
358.5,280.5,105
358.5,280.5,105
358.5,280.5,105
358.5,280.5,105
402.5,268.5,105
402.5,268.5,105
402.5,268.5,105
402.5,268.5,105
358.5,280.5,106
358.5,280.5,106
358.5,280.5,106
358.5,280.5,106
358.5,280.5,106
358.5,280.5,106
404.5,280.5,106
404.5,280.5,106
404.5,280.5,106
381.5,154.5,106
404.5,280.5,106
420.5,195.5,107
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
404.5,280.5,108
374.5,174.5,109
368.5,204.5,112
368.5,204.5,112
368.5,204.5,112
363.5,230.5,114
363.5,230.5,114
363.5,230.5,114
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
363.5,230.5,116
409.5,228.5,116
410.5,236.5,117
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
410.5,236.5,118
413.5,245.5,118
415.5,256.5,119
415.5,256.5,119
417.5,267.5,120
417.5,267.5,120
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
417.5,267.5,122
402.5,416.5,123
417.5,267.5,124
417.5,267.5,124
417.5,267.5,124
417.5,267.5,124
417.5,267.5,124
417.5,267.5,124
393.5,150.5,125
391.5,159.5,126
391.5,159.5,126
390.5,169.5,127
390.5,169.5,127
388.5,180.5,128
388.5,180.5,128
430.5,336.5,129
430.5,336.5,129
430.5,336.5,129
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
388.5,180.5,130
395.5,270.5,131
391.5,262.5,133
374.5,268.5,134
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,136
374.5,268.5,137
374.5,268.5,137
374.5,268.5,137
374.5,268.5,137
374.5,268.5,137
374.5,268.5,137
374.5,268.5,137
374.5,268.5,137
423.5,150.5,140
423.5,150.5,142
419.5,116.5,143
392.5,235.5,144
393.5,238.5,145
394.5,243.5,146
395.5,248.5,147
395.5,248.5,147
396.5,255.5,148
396.5,255.5,148
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
396.5,255.5,150
375.5,175.5,150
399.5,282.5,151
399.5,282.5,151
399.5,282.5,151
399.5,282.5,151
400.5,293.5,152
400.5,293.5,152
400.5,293.5,152
400.5,293.5,152
400.5,293.5,152
403.5,75.5,153
403.5,315.5,154
403.5,315.5,154
403.5,315.5,154
439.5,199.5,154
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
403.5,315.5,156
439.5,199.5,156
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,157
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
403.5,315.5,158
394.5,104.5,159
392.5,113.5,160
391.5,212.5,162
387.5,148.5,163
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
391.5,212.5,164
385.5,161.5,164
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
391.5,212.5,165
383.5,176.5,165
387.5,285.5,166
387.5,285.5,166
387.5,285.5,166
387.5,285.5,166
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
387.5,285.5,168
403.5,239.5,169
379.5,236.5,170
410.5,268.5,170
412.5,280.5,171
412.5,280.5,171
412.5,280.5,171
381.5,267.5,172
412.5,280.5,173
412.5,280.5,173
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,174
381.5,267.5,175
381.5,267.5,175
381.5,267.5,175
381.5,267.5,175
381.5,267.5,175
381.5,267.5,175
381.5,267.5,175
381.5,267.5,175
381.5,267.5,175
411.5,116.5,178
390.5,262.5,179
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
390.5,262.5,181
409.5,137.5,181
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
390.5,262.5,182
408.5,150.5,182
408.5,150.5,182
405.5,235.5,183
405.5,235.5,183
405.5,235.5,183
407.5,243.5,184
407.5,243.5,184
408.5,251.5,185
408.5,251.5,185
408.5,251.5,185
410.5,261.5,186
410.5,261.5,186
410.5,261.5,186
421.5,274.5,187
421.5,274.5,187
421.5,274.5,187
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
421.5,274.5,189
394.5,267.5,189
394.5,267.5,189
394.5,267.5,189
401.5,107.5,192
438.5,145.5,193
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
438.5,145.5,195
435.5,124.5,195
391.5,150.5,197
390.5,163.5,198
390.5,163.5,198
388.5,176.5,199
388.5,176.5,199
421.5,232.5,200
421.5,232.5,200
424.5,245.5,202
424.5,245.5,202
424.5,245.5,202
426.5,253.5,203
426.5,253.5,203
426.5,261.5,204
426.5,261.5,204
394.5,281.5,204
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
426.5,261.5,206
371.5,315.5,207
371.5,315.5,207
371.5,315.5,207
371.5,315.5,207
371.5,315.5,207
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
371.5,315.5,209
430.5,179.5,210
428.5,157.5,212
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
428.5,157.5,214
410.5,142.5,215
436.5,326.5,217
436.5,326.5,217
436.5,326.5,217
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
436.5,326.5,219
405.5,200.5,219
405.5,200.5,219
419.5,283.5,221
419.5,283.5,221
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
419.5,283.5,223
417.5,114.5,224
430.5,199.5,225
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
430.5,199.5,227
428.5,175.5,227
404.5,283.5,233
404.5,283.5,233
404.5,283.5,233
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
404.5,283.5,235
409.5,228.5,235
409.5,228.5,235
420.5,268.5,236
420.5,268.5,236
420.5,268.5,236
420.5,268.5,236
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,268.5,238
420.5,248.5,238
420.5,248.5,238
407.5,126.5,240
405.5,129.5,241
403.5,135.5,242
444.5,295.5,243
444.5,295.5,243
444.5,295.5,243
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
444.5,295.5,245
398.5,157.5,245
396.5,167.5,246
394.5,178.5,247
392.5,191.5,248
390.5,205.5,249
423.5,217.5,250
423.5,217.5,250
387.5,238.5,251
387.5,238.5,251
409.5,277.5,253
409.5,277.5,253
409.5,277.5,253
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
409.5,277.5,255
